Wall time,Step,Value
1764620000.434016,256,0.009039605036377907
1764620000.9567192,512,0.8747920989990234
1764620001.4677298,768,0.8727849125862122
1764620001.977495,1024,0.009140576235949993
1764620002.4870121,1280,0.009711594320833683
1764620002.992735,1536,0.8657760620117188
1764620003.495583,1792,0.8624587059020996
1764620004.0037272,2048,0.010069499723613262
1764620004.515229,2304,0.8584694266319275
1764620005.021673,2560,0.8562058210372925
1764620005.531323,2816,0.009838121011853218
1764620006.043681,3072,0.8513309359550476
1764620006.5488808,3328,0.8494638204574585
1764620007.053778,3584,0.8459005355834961
1764620007.560384,3840,0.009219164960086346
1764620008.065846,4096,0.8412781357765198
1764620008.572278,4352,0.837851345539093
1764620009.079656,4608,0.8335918188095093
1764620009.587418,4864,0.008185392245650291
1764620010.107413,5120,0.008010724559426308
1764620010.6208189,5376,0.007770276628434658
1764620011.12196,5632,0.007271866779774427
1764620011.6332521,5888,0.8217387795448303
1764620012.144149,6144,0.007306218147277832
1764620012.6480792,6400,0.8163607716560364
1764620013.149157,6656,0.8148682117462158
1764620013.6498618,6912,0.006924642249941826
1764620014.1506739,7168,0.006807386409491301
1764620014.650351,7424,0.8087364435195923
1764620015.152031,7680,0.0065465206280350685
1764620015.658114,7936,0.8033344745635986
1764620016.170187,8192,0.8011776208877563
1764620016.6719072,8448,0.006153041496872902
1764620017.173595,8704,0.00604541040956974
1764620017.672887,8960,0.005951971281319857
1764620018.17371,9216,0.005450934171676636
1764620018.675091,9472,0.00563071621581912
1764620019.176123,9728,0.005078027490526438
1764620019.678331,9984,0.005331231746822596
1764620020.184476,10240,0.7793647050857544
1764620020.6849961,10496,0.005114767700433731
1764620021.187297,10752,0.005031475331634283
1764620021.689574,11008,0.7734966278076172
1764620022.1918101,11264,0.004828965291380882
1764620022.6967611,11520,0.00468504149466753
1764620023.2010639,11776,0.004565617069602013
1764620023.703281,12032,0.004478423856198788
1764620024.210857,12288,0.004346730187535286
1764620024.721796,12544,0.7552733421325684
1764620025.231327,12800,0.7513711452484131
